"Tree","BM_lnL","BM_AICc","BM_sigsq","BM_z0","BM_rows","BM_convergence","BM_Delta_AICc","BM_AICc_Weight","OU_lnL","OU_AICc","OU_alpha","OU_sigsq","OU_z0","OU_rows","OU_convergence","OU_Delta_AICc","OU_AICc_Weight","EB_lnL","EB_AICc","EB_a","EB_sigsq","EB_z0","EB_rows","EB_convergence","EB_Delta_AICc","EB_AICc_Weight","Best","Best_AICc_Weight"
"1",-568.233144362863,1140.62013487957,1414.13361905678,1035.03938307778,100,0,0,0.577674148296181,-568.233144362863,1142.77797703741,2.71493510998803e-16,1414.13374418192,1035.03938409059,100,0,2.1578421578422,0.196387328206896,-568.092970294027,1142.49762889974,-0.00560937458918407,2663.48781478009,1036.24260593035,100,0,1.87749402017084,0.225938523496922,"BM",0.577674148296181
"2",-567.60670864473,1139.36726344331,1469.2681598639,1100.54172581785,100,0,0,0.590639774046895,-567.60670864473,1141.52510560115,1.51364001497731e-16,1469.26812465561,1100.54172546708,100,0,2.1578421578422,0.200795149826097,-567.568742769745,1141.44917385118,-0.00300273349440146,1840.61564508175,1104.66474221833,100,0,2.08191040787301,0.208565076127008,"BM",0.590639774046895
"3",-568.142738789489,1140.43932373282,919.073122373338,1019.82216457417,100,0,0,0.54186842713338,-568.142738789489,1142.59716589067,1.54475806964319e-19,919.073121294598,1019.82216456372,100,0,2.15784215784197,0.184214739327142,-567.746016395086,1141.80372110186,-0.00684252669862913,2262.51133016401,1021.43775213649,100,0,1.3643973690348,0.273916833539478,"BM",0.54186842713338
"4",-569.58717755365,1143.32820126115,1098.93596974132,960.793759485227,100,0,0,0.59244187225109,-569.58717755365,1145.48604341899,2.19318834336115e-21,1098.9359778973,960.79375953915,100,0,2.1578421578422,0.201407794952302,-569.563903563526,1145.43949543874,-0.00202609118455198,1449.16901196981,958.785033904378,100,0,2.11129417759525,0.206150332796608,"BM",0.59244187225109
"5",-564.384997388421,1132.92384093069,891.592267767829,1076.01437936035,100,0,0,0.518723844819331,-564.384997388421,1135.08168308853,2.3035328755487e-202,891.592290313502,1076.01437964276,100,0,2.1578421578422,0.1763464580538,-563.837366711334,1133.98642173436,-0.00729013036394726,2100.24908416154,1084.95705319758,100,52,1.06258080366774,0.304929697126868,"BM",0.518723844819331
"6",-570.558575878639,1145.27099791112,1224.54242541391,1153.9303763638,100,0,0,0.589381799698579,-570.510392382205,1147.3324730761,0.00127535071593723,1316.29538341164,1145.49968594399,100,0,2.06147516497413,0.210258264903962,-570.558613564116,1147.42891543992,-1e-06,1224.67119805682,1153.9336842916,100,0,2.15791752879704,0.200359935397459,"BM",0.589381799698579
"7",-567.785974886601,1139.72579592705,1581.89181233432,1038.75530173345,100,0,0,0.5950660864739,-567.784319572196,1141.88032745608,0.000307286721322039,1603.48375854284,1038.22924769397,100,0,2.15453152903228,0.20263507567932,-567.785980277307,1141.8836488663,-1e-06,1582.04246698795,1038.75616120074,100,0,2.15785293925342,0.20229883784678,"BM",0.5950660864739
"8",-567.238083428183,1138.63001301021,1011.26140394732,1093.67706552081,100,0,0,0.576090734472481,-567.238083428183,1140.78785516805,2.45023033369146e-16,1011.26143089865,1093.67706586809,100,0,2.1578421578422,0.195849027486327,-567.085817726683,1140.48332376505,-0.0041956791694058,1585.96690170101,1098.75817272345,100,0,1.85331075484328,0.228060238041192,"BM",0.576090734472481
"9",-565.695431246748,1135.54470864734,1544.61485694194,1021.41738813187,100,0,0,0.558542460330237,-565.695431246748,1137.70255080518,7.12457640674129e-218,1544.61498129655,1021.41738904353,100,0,2.15784215784197,0.189883279004091,-565.414102592113,1137.13989349591,-0.00931609977036565,4196.87816028032,1022.43439621607,100,0,1.59518484857108,0.251574260665672,"BM",0.558542460330237
"10",-571.313727498799,1146.78130115144,1627.25623181491,1005.96688257092,100,0,0,0.593741952157273,-571.301118118385,1148.91392454846,0.00090522247510851,1695.91573825722,1005.45098934347,100,0,2.13262339701441,0.204411087806781,-571.313741434199,1148.93917118009,-1e-06,1627.40193498386,1005.96718074755,100,0,2.15787002864113,0.201846960035946,"BM",0.593741952157273
