"Tree","BM_lnL","BM_AICc","BM_sigsq","BM_z0","BM_rows","BM_convergence","BM_Delta_AICc","BM_AICc_Weight","OU_lnL","OU_AICc","OU_alpha","OU_sigsq","OU_z0","OU_rows","OU_convergence","OU_Delta_AICc","OU_AICc_Weight","EB_lnL","EB_AICc","EB_a","EB_sigsq","EB_z0","EB_rows","EB_convergence","EB_Delta_AICc","EB_AICc_Weight","Best","Best_AICc_Weight"
"1",-544.586300339858,1093.32644683356,766.388747256214,543.647108084171,100,0,0,0.594118837452455,-544.576800489018,1095.46528928972,0.000756382627135386,794.897153658335,543.573304164551,100,0,2.13884245616282,0.203905802412283,-544.586312912908,1095.4843141375,-1e-06,766.476814810264,543.647162887818,100,0,2.15786730394257,0.201975360135262,"BM",0.594118837452455
"2",-546.7552731651,1097.66439248405,856.35973437351,591.197966820727,100,0,0,0.560602663348924,-546.488609390777,1099.28890709324,0.0040204220161332,1012.19446139226,582.888862853077,100,0,1.62451460919738,0.248826305557985,-546.755339484088,1099.82236727986,-1e-06,856.426635315202,591.199005098796,100,0,2.15797479581943,0.190571031093092,"BM",0.560602663348924
"3",-545.363892400042,1094.88163095393,524.77465270971,525.253177430337,100,0,0,0.592398020348371,-545.340231776576,1096.99215186484,0.000837590606569097,555.567281849729,525.887547668699,100,0,2.1105209109096,0.206214787875015,-545.363920679444,1097.03952967058,-1e-06,524.846445331656,525.252816883239,100,0,2.15789871664606,0.201387191776614,"BM",0.592398020348371
"4",-546.093730173722,1096.34130650129,615.476282330075,486.531611651755,100,0,0,0.566609936718761,-545.870605303409,1098.05289891851,0.00312211598788687,733.132130367493,492.289859938079,100,0,1.71159241721762,0.240777896212295,-546.093801549388,1098.49929141046,-1e-06,615.562787275265,486.530705480533,100,0,2.1579849091745,0.192612167068944,"BM",0.566609936718761
"5",-542.447504041649,1089.04885423714,507.791291059363,584.87339196299,100,0,0,0.593814208678032,-542.447504041649,1091.20669639499,1.20865294251587e-15,507.791319305955,584.873392540147,100,0,2.1578421578422,0.201874337353555,-542.435503888453,1091.18269608859,-0.00108915918079956,579.683120066977,586.21586364909,100,52,2.13384185145037,0.204311453968413,"BM",0.593814208678032
"6",-548.407933808457,1100.96971377076,690.845981622202,639.11984809659,100,0,0,0.514045562703665,-547.83082161158,1101.97333153485,0.00447571734201248,868.227077648904,615.362468032593,100,0,1.00361776408818,0.311220922856888,-548.408062595763,1103.12781350321,-1e-06,690.92094778805,639.122585183117,100,0,2.15809973245359,0.174733514439447,"BM",0.514045562703665
"7",-547.018982216952,1098.19181058775,923.831672353729,543.167575040644,100,0,0,0.515658598820146,-546.451990227302,1099.21566876629,0.00590243661250311,1162.10664203557,540.080182320581,100,0,1.02385817854201,0.309053940702485,-547.019078796766,1100.34984590522,-1e-06,923.922467569031,543.16787462965,100,0,2.15803531746928,0.175287460477369,"BM",0.515658598820146
"8",-544.658184658175,1093.4702154702,568.7768832366,592.162949362494,100,0,0,0.590550641697728,-544.619459977567,1095.55060826682,0.00104949774337364,606.29538562632,589.821319590455,100,0,2.08039279662535,0.208691898479967,-544.658221460023,1095.62813123173,-1e-06,568.840202642102,592.164081201923,100,0,2.15791576153742,0.200757459822305,"BM",0.590550641697728
"9",-543.750023069918,1091.65389229368,901.458788810458,532.758121593709,100,0,0,0.58906476171461,-543.699293945034,1093.71027620176,0.00192700052154919,970.488921984214,533.14861398498,100,0,2.05638390807394,0.210680796568348,-543.75004935402,1093.81178701973,-1e-06,901.558379343281,532.758036442115,100,0,2.15789472604592,0.200254441717042,"BM",0.58906476171461
"10",-548.292052419604,1100.73795099305,905.452799242051,521.761755654211,100,0,0,0.523037147305306,-547.771785747791,1101.85525980727,0.0058798408094879,1148.53540089478,523.094734435389,100,0,1.11730881421636,0.299165843987137,-548.292141330556,1102.8959709728,-1e-06,905.536465330331,521.761675404281,100,0,2.15801997974745,0.177797008707557,"BM",0.523037147305306
