"Tree","BM_lnL","BM_AICc","BM_sigsq","BM_z0","BM_rows","BM_convergence","BM_Delta_AICc","BM_AICc_Weight","OU_lnL","OU_AICc","OU_alpha","OU_sigsq","OU_z0","OU_rows","OU_convergence","OU_Delta_AICc","OU_AICc_Weight","EB_lnL","EB_AICc","EB_a","EB_sigsq","EB_z0","EB_rows","EB_convergence","EB_Delta_AICc","EB_AICc_Weight","Best","Best_AICc_Weight"
"1",-289.799929816269,583.753705786385,1.25726120267551,4.26894937271535,100,0,0,0.5793533463788,-289.672629706837,585.656947725361,0.00301407215169736,1.44974989018425,4.18111875103999,100,0,1.90324193897675,0.223696806377299,-289.799972185058,585.911632681805,-1e-06,1.25740637741457,4.26896432672334,100,0,2.15792689542025,0.196949847243902,"BM",0.5793533463788
"2",-290.407971791013,584.969789735872,1.33092296860451,5.2922757835848,100,0,0,0.553441094536828,-290.090611157066,586.492910625819,0.00481792163582391,1.63591228958451,5.04903797935725,100,0,1.52312088994711,0.258422250748933,-290.408037449423,587.127763210534,-1e-06,1.3310259740199,5.29230094208411,100,0,2.15797347466139,0.188136654714239,"BM",0.553441094536828
"3",-288.913208803417,581.98026376068,0.799772754124557,3.50463463967507,100,0,0,0.592777639639761,-288.892663182614,584.097014676916,0.000873720759063783,0.852211667543521,3.51790579977681,100,0,2.11675091623556,0.205705162844308,-288.913232352642,584.138153016972,-1e-06,0.799880157507592,3.50462772974683,100,0,2.15788925629215,0.201517197515931,"BM",0.592777639639761
"4",-288.508915095451,581.171676344748,0.87711607528679,2.10224019302436,100,0,0,0.594255509729881,-288.500544090199,583.312776492087,0.000682356658567221,0.915893351542508,2.15425784047093,100,0,2.14110014733842,0.203722608090859,-288.50892737531,583.329543062309,-1e-06,0.877235896454566,2.10220208342068,100,0,2.15786671756064,0.202021882179259,"BM",0.594255509729881
"5",-289.345612057801,582.845070269448,0.848812329214194,4.94418514113273,100,0,0,0.580457881356938,-289.226835010692,584.765358333072,0.00184089164676741,0.962606656974764,4.86799888875299,100,0,1.9202880636235,0.222221184154876,-289.345676709327,585.003041730343,-1e-06,0.848916157958946,4.94420870426293,100,0,2.1579714608946,0.197320934488187,"BM",0.580457881356938
"6",-290.092994455402,584.339835064649,1.02413950202132,6.79819046566836,100,0,0,0.545653685044506,-289.721860082144,585.755408475977,0.00398869556046765,1.26768278852251,6.25240540418412,100,0,1.41557341132761,0.26886188050518,-290.093086907304,586.497862126297,-1e-06,1.02424913190309,6.79826029768773,100,0,2.15802706164709,0.185484434450314,"BM",0.545653685044506
"7",-293.265397004956,590.684640163759,1.52522051628188,4.0561491286118,100,0,0.0114897500527604,0.42631538604624,-292.180731051009,590.673150413706,0.00881446071467279,2.14778679076772,3.82093695334064,100,0,0,0.428771563120849,-293.265521428087,592.842731167862,-1e-06,1.525370462538,4.05616627762362,100,0,2.16958075415596,0.144913050832912,"OU",0.428771563120849
"8",-289.595400790902,583.34464773565,0.905007294028136,5.24059080409243,100,0,0,0.582639752291005,-289.493628265132,585.298944841952,0.00186104315306113,1.01488567500116,5.15681448839449,100,0,1.95429710630219,0.219295584698889,-289.595455228503,585.502598768695,-1e-06,0.905107805576598,5.2406136903221,100,0,2.15795103304504,0.198064663010107,"BM",0.582639752291005
"9",-290.253919972455,584.661686098756,1.45504431297684,4.13500266594942,100,0,0,0.552888481006434,-289.932702161522,586.177092634733,0.00523981966115326,1.79046046570545,4.03302339430632,100,0,1.51540653597726,0.259161922917996,-290.253981391985,586.819651095658,-1e-06,1.45520424517099,4.13501323242261,100,0,2.1579649969018,0.18794959607557,"BM",0.552888481006434
"10",-291.347609024037,586.849064201921,1.359476648325,3.55780446014645,100,0,0,0.53638149869038,-290.914173485025,588.140035281739,0.00587256101348586,1.75422578393107,3.54053635009225,100,0,1.29097107981829,0.281282673516674,-291.347683409874,589.007055131437,-1e-06,1.3595998373785,3.55780703690632,100,0,2.15799092951602,0.182335827792946,"BM",0.53638149869038
