"Tree","BM_lnL","BM_AICc","BM_sigsq","BM_z0","BM_rows","BM_convergence","BM_Delta_AICc","BM_AICc_Weight","OU_lnL","OU_AICc","OU_alpha","OU_sigsq","OU_z0","OU_rows","OU_convergence","OU_Delta_AICc","OU_AICc_Weight","EB_lnL","EB_AICc","EB_a","EB_sigsq","EB_z0","EB_rows","EB_convergence","EB_Delta_AICc","EB_AICc_Weight","Best","Best_AICc_Weight"
"1",-550.476929972902,1105.10770609965,919.21219628899,760.718211173122,100,0,0,0.558295630549613,-550.476929972902,1107.26554825749,3.79435109981841e-17,919.212230851912,760.718211464169,100,0,2.1578421578422,0.189799366228533,-550.19384547482,1106.69937926133,-0.00802428492247462,2266.9616004076,762.075398493845,100,0,1.59167316167827,0.251905003221854,"BM",0.558295630549613
"2",-551.098561954088,1106.35097006202,965.488225092143,817.843789636058,100,0,0,0.590404184592897,-551.098561954088,1108.50881221986,4.86221283012825e-17,965.488261181172,817.843790103396,100,0,2.1578421578422,0.200715058335833,-551.058684687337,1108.42905768636,-0.00306334021489176,1214.084913714,821.713436791045,100,0,2.0780876243407,0.20888075707127,"BM",0.590404184592897
"3",-550.341370917809,1104.83658798946,608.978695539847,744.336361818056,100,0,0,0.528369678957208,-550.341370917809,1106.99443014731,7.12457640674129e-218,608.978711722092,744.336361976506,100,0,2.1578421578422,0.179625676277866,-549.855476318273,1106.02264094823,-0.00751634360761491,1648.59145077962,744.542919028457,100,0,1.18605295877023,0.292004644764926,"BM",0.528369678957208
"4",-552.216395422192,1108.58663699823,730.059524320224,694.568855169612,100,0,0,0.592281025960095,-552.216395422192,1110.74447915607,1.25909593177751e-22,730.059559888437,694.568855404514,100,0,2.1578421578422,0.201353113306198,-552.191804955026,1110.69529822174,-0.00206378542600671,969.24616802725,692.669506129758,100,0,2.10866122351126,0.206365860733707,"BM",0.592281025960095
"5",-546.817943607581,1097.78973336901,578.236684681946,803.987830382819,100,0,0,0.464319455205333,-546.817943607581,1099.94757552685,8.42416551191998e-17,578.236672090311,803.987830139405,100,0,2.1578421578422,0.157851026415509,-545.945152240732,1098.20199279315,-0.00923042719549419,1703.48194916413,817.502299950593,100,0,0.412259424145304,0.377829518379158,"BM",0.464319455205333
"6",-554.133331507865,1112.42050916958,810.484949058494,870.557320872006,100,0,0,0.588481212192288,-554.077892629865,1114.46747357142,0.00134612044991955,874.878021514226,862.103501076494,100,0,2.04696440184375,0.211465697878637,-554.133372649259,1114.57843361021,-1e-06,810.570156795019,870.560470641859,100,0,2.15792444063186,0.200053089929075,"BM",0.588481212192288
"7",-550.847816029653,1105.84947821315,1030.06514844546,763.25719246105,100,0,0,0.595246954538726,-550.847816029653,1108.007320371,4.81471008020051e-17,1030.06516118098,763.257192543704,100,0,2.1578421578422,0.202361416673984,-550.847666743002,1108.00702179769,-0.000184934040490828,1048.30558880295,763.369880385211,100,0,2.15754358453978,0.20239162878729,"BM",0.595246954538726
"8",-550.51583337821,1105.18551291027,668.389520150125,814.389427774493,100,0,0,0.577777154229294,-550.51583337821,1107.34335506811,7.85952851970536e-208,668.389574745572,814.389428740513,100,0,2.1578421578422,0.196422346322305,-550.376448683684,1107.06458567906,-0.00393667292928488,1020.42821260489,819.424624397765,100,0,1.87907276878991,0.225800499448401,"BM",0.577777154229294
"9",-547.440086883661,1099.03401992117,1011.42459162932,748.223321752048,100,0,0,0.536849926518493,-547.440086883661,1101.19186207901,1.00639387780273e-17,1011.4245039559,748.223321081816,100,0,2.1578421578422,0.182508639218142,-547.009806573886,1100.33130145946,-0.0113525152750741,3434.0228544184,748.903745388464,100,0,1.29728153829296,0.280641434263365,"BM",0.536849926518493
"10",-553.449823495076,1111.053493144,1054.45215129851,736.030788548992,100,0,0,0.59525869073135,-553.449770721635,1113.21122975496,5.84162244560629e-05,1057.26683767334,736.014491764469,100,0,2.15773661095886,0.20237608633569,-553.449824402356,1113.2113371164,-1e-06,1054.54652060614,736.030928896062,100,0,2.15784397240168,0.20236522293296,"BM",0.59525869073135
