"Tree","BM_lnL","BM_AICc","BM_sigsq","BM_z0","BM_rows","BM_convergence","BM_Delta_AICc","BM_AICc_Weight","OU_lnL","OU_AICc","OU_alpha","OU_sigsq","OU_z0","OU_rows","OU_convergence","OU_Delta_AICc","OU_AICc_Weight","EB_lnL","EB_AICc","EB_a","EB_sigsq","EB_z0","EB_rows","EB_convergence","EB_Delta_AICc","EB_AICc_Weight","Best","Best_AICc_Weight"
"1",-538.860777534307,1081.87540122246,660.956909570379,525.774951994937,100,0,0,0.595230403273962,-538.860777534307,1084.0332433803,8.53175763665854e-18,660.956947975189,525.77495226688,100,0,2.1578421578422,0.202355789870924,-538.860490867595,1084.03267004688,-0.000270093289465459,681.697870910728,525.801468425445,100,0,2.15726882441936,0.202413806855114,"BM",0.595230403273962
"2",-540.934880298194,1086.02360675023,736.570276259177,569.844375042971,100,0,0,0.57301648029653,-540.759318295152,1087.83032490199,0.00334265571282314,848.44525222233,562.957544082861,100,0,1.80671815175856,0.232189860647171,-540.934932857366,1088.18155402642,-1e-06,736.627491921432,569.845410956624,100,0,2.15794727618641,0.194793659056299,"BM",0.57301648029653
"3",-539.553125540695,1083.26009723524,452.427011802734,509.38045619289,100,0,0,0.595166233861646,-539.552301201636,1085.41629071496,0.000160068217212121,457.462256979518,509.464693532878,100,0,2.15619347972483,0.2025008352651,-539.553130699645,1085.41794971098,-1e-06,452.48857891943,509.380196135222,100,0,2.15785247574263,0.202332930873254,"BM",0.595166233861646
"4",-540.084311713002,1084.32246957985,528.227051750269,471.948033729206,100,0,0,0.57874516516633,-539.952315008827,1086.21631832934,0.00245817377305367,607.283585874324,476.019485892641,100,0,1.89384874949224,0.224513957489497,-540.084365366038,1086.48041904376,-1e-06,528.301049938137,471.947216941899,100,0,2.15794946391475,0.196740877344174,"BM",0.57874516516633
"5",-536.390017250851,1076.93388065555,436.746518857375,564.151865440445,100,0,0,0.586715058616007,-536.390017250851,1079.09172281339,7.12457640674129e-218,436.746538608855,564.151865880221,100,0,2.1578421578422,0.199460895247252,-536.320481991665,1078.95265229502,-0.00268409732247083,604.536432904871,567.606742234653,100,0,2.0187716394712,0.21382404613674,"BM",0.586715058616007
"6",-542.582392711615,1089.31863157708,594.424019555627,615.168459120848,100,0,0,0.536616759071917,-542.150494249512,1090.61267681071,0.00394765558491434,729.777318937997,594.796367145467,100,0,1.29404523363587,0.28097383543005,-542.582502160621,1091.47669263293,-1e-06,594.488200552534,615.171110704598,100,0,2.1580610558533,0.182409405498033,"BM",0.536616759071917
"7",-541.049677673868,1086.25320150158,792.210526077044,525.918422329847,100,0,0,0.53920892489933,-540.635055605152,1087.58179952199,0.00514169916042287,971.080173363134,522.730699168378,100,0,1.32859802041139,0.277495329209794,-541.049758760396,1088.41120583248,-1e-06,792.288047639325,525.918763432511,100,0,2.15800433089817,0.183295745890875,"BM",0.53920892489933
"8",-539.063773895562,1082.28139394497,490.804380513883,569.28400143281,100,0,0,0.593390568472972,-539.048263077117,1084.40821446592,0.000680067105048043,511.845013912482,567.766911484685,100,0,2.12682052095261,0.204883710680151,-539.063796673183,1084.43928165805,-1e-06,490.858749751447,569.285127620209,100,0,2.15788771308462,0.201725720846877,"BM",0.593390568472972
"9",-538.293214872771,1080.74027589939,780.442746754585,515.166583219347,100,0,0,0.591592894409305,-538.262984393802,1082.83765709929,0.0015169062468566,827.648891007061,515.305308685548,100,0,2.09738119990379,0.207291936304686,-538.293234788322,1082.89815788833,-1e-06,780.528723463679,515.16654870923,100,0,2.1578819889437,0.201115169286009,"BM",0.591592894409305
"10",-541.850212997033,1087.85427214791,773.391017844511,505.306590559369,100,0,0,0.552320748344041,-541.525031409429,1089.36175113055,0.00474502645739238,939.708125498041,505.877072972751,100,0,1.50747898263285,0.259924044565257,-541.850281837045,1090.01225198578,-1e-06,773.462197026489,505.306556964322,100,0,2.15797983786638,0.187755207090702,"BM",0.552320748344041
"11",-541.356586451338,1086.86701905652,529.334514833637,534.952459446167,100,0,0,0.578576801147044,-541.223286198527,1088.75826070874,0.00210954339894025,599.281490495001,533.572975592335,100,0,1.89124165222006,0.224741414146184,-541.356649552685,1089.02498741706,-1e-06,529.395231710741,534.952802838813,100,0,2.15796836053551,0.196681784706772,"BM",0.578576801147044
"12",-539.256450733725,1082.6667476213,550.010556951124,521.221881524129,100,0,0,0.572521381594634,-539.077159903959,1084.46600811961,0.00269282554797739,633.812829594747,521.307472370117,100,0,1.79926049831101,0.232855906061493,-539.256516861387,1084.82472203446,-1e-06,550.08559387564,521.22188242327,100,0,2.15797441316704,0.194622712343873,"BM",0.572521381594634
"13",-536.754742862499,1077.66333187884,503.052437791497,645.885064542568,100,0,0,0.589027821598749,-536.703701178448,1079.71909066858,0.00120947259894524,539.163293405259,639.628278229708,100,0,2.05575878973968,0.210733441200326,-536.75478486075,1079.82125803319,-1e-06,503.114306367646,645.887629821775,100,0,2.15792615434407,0.200238737200924,"BM",0.589027821598749
"14",-538.837260897362,1081.82836794857,488.330256751792,521.859978132213,100,0,0,0.59450588088994,-538.837260897362,1083.98621010641,1.13580421618427e-15,488.330201650694,521.85997751047,100,0,2.1578421578422,0.20210947970516,-538.830971465072,1083.97363124183,-0.0010283158091704,545.443283601153,522.065914429961,100,0,2.145263293261,0.203384639404899,"BM",0.59450588088994
"15",-539.955365390459,1084.06457693476,567.211399399092,548.80378511271,100,0,0,0.587321733057564,-539.890633524002,1086.09295535969,0.00154968912717967,617.767178515506,546.472364415455,100,0,2.02837842492886,0.213019466683842,-539.955407167449,1086.22250264659,-1e-06,567.274837261108,548.804552742324,100,0,2.15792571182328,0.199658800258594,"BM",0.587321733057564
"16",-541.940319243436,1088.03448464072,495.898615462421,514.996310834781,100,0,0,0.56785829168025,-541.726350246966,1089.76438880562,0.00233734309886145,577.422344504222,516.536910996612,100,0,1.72990416490347,0.239109072630292,-541.940410794184,1090.19250990006,-1e-06,495.968680127958,514.996008335272,100,0,2.15802525933918,0.193032635689458,"BM",0.56785829168025
"17",-542.116822680617,1088.38749151508,547.737847967351,494.53305449628,100,0,0,0.545559218027109,-541.745043801501,1089.80177591469,0.00397753533264962,684.272835801114,496.601149236335,100,0,1.41428439961123,0.268988642336258,-542.116916117005,1090.5455205457,-1e-06,547.798771199469,494.532791408062,100,0,2.15802903061922,0.185452139636634,"BM",0.545559218027109
"18",-542.480143073784,1089.11413230141,608.583098549681,535.201800913248,100,0,0,0.539244854963015,-542.065745071047,1090.44317845378,0.00391280449373824,744.703380733485,537.902839206041,100,0,1.32904615236725,0.277451645608113,-542.480248493061,1091.27218529781,-1e-06,608.651868273237,535.201445854789,100,0,2.1580529963951,0.183303499428872,"BM",0.539244854963015
"19",-536.691504613982,1077.53685538181,618.668300545298,528.38447511943,100,0,0,0.594109576979753,-536.691504613982,1079.69469753965,9.31147263565818e-18,618.668331856922,528.384475519348,100,0,2.1578421578422,0.201974751387632,-536.681940776409,1079.67556986451,-0.00160259688841056,700.026655540472,529.187785493634,100,0,2.13871448269583,0.203915671632615,"BM",0.594109576979753
"20",-536.800240198634,1077.75432655111,459.016610757022,563.634704166733,100,0,0,0.595049075726414,-536.800240198634,1079.91216870896,8.26204413945214e-162,459.016613795519,563.634704216596,100,0,2.1578421578422,0.202294145373419,-536.798449198283,1079.90858670826,-0.000475166314662821,482.133156288771,564.240720651766,100,0,2.15426015714093,0.202656778900167,"BM",0.595049075726414
"21",-540.035493578268,1084.22483331038,543.023294225674,607.175327449621,100,0,0,0.550621699938616,-539.698484919038,1085.70865814977,0.00321968762235892,649.657680987333,589.861980853103,100,0,1.48382483938371,0.262207344941041,-540.035598104984,1086.38288452166,-1e-06,543.090479905523,607.178059143986,100,0,2.1580512112746,0.187170955120343,"BM",0.550621699938616
"22",-541.481359609405,1087.11656537266,649.972189852818,636.64492546507,100,0,0,0.575166415251394,-541.322018032511,1088.95572437671,0.00249404020164583,733.103945595986,626.426045459733,100,0,1.8391590040535,0.229311172883051,-541.481422935683,1089.27453418305,-1e-06,650.04176585162,636.64695648216,100,0,2.15796881039842,0.195522411865554,"BM",0.575166415251394
"23",-539.729706374653,1083.61325890315,629.596569938689,556.184577737349,100,0,0,0.566029115950878,-539.502329247186,1085.31634680606,0.00319737239364367,731.612813840813,551.035588616683,100,0,1.70308790290915,0.241556057192065,-539.729777216292,1085.77124274427,-1e-06,629.658412744726,556.185376779302,100,0,2.15798384112077,0.192414826857057,"BM",0.566029115950878
"24",-541.848268540584,1087.85038323501,672.701687401892,507.279072441472,100,0,0,0.565060443010263,-541.613828316405,1089.5393449445,0.00392374392506498,805.396416342324,506.40129850779,100,0,1.68896170948574,0.242851913828062,-541.848328423191,1090.00834515807,-1e-06,672.762427785499,507.279203429822,100,0,2.1579619230572,0.192087643161675,"BM",0.565060443010263
"25",-539.319333693088,1082.79251354002,517.141721703702,546.377716555488,100,0,0,0.564022391395657,-539.077324665231,1084.46633764215,0.00286839574210649,606.587811896077,544.141105726835,100,0,1.67382410212736,0.24424746220184,-539.319417670016,1084.95052365172,-1e-06,517.212387939834,546.37814011627,100,0,2.15801011169856,0.191730146402504,"BM",0.564022391395657
"26",-540.685878767507,1085.52560368886,736.25005199361,571.544274088758,100,0,0,0.54932706072926,-540.339939773524,1086.99156785874,0.00430691771333507,877.318293323453,562.556442713457,100,0,1.46596416987586,0.26393739060549,-540.685958254046,1087.68360481978,-1e-06,736.315133404233,571.54538341934,100,0,2.15800113092132,0.186735548665251,"BM",0.54932706072926
