"Tree","BM_lnL","BM_AICc","BM_sigsq","BM_z0","BM_rows","BM_convergence","BM_Delta_AICc","BM_AICc_Weight","OU_lnL","OU_AICc","OU_alpha","OU_sigsq","OU_z0","OU_rows","OU_convergence","OU_Delta_AICc","OU_AICc_Weight","EB_lnL","EB_AICc","EB_a","EB_sigsq","EB_z0","EB_rows","EB_convergence","EB_Delta_AICc","EB_AICc_Weight","Best","Best_AICc_Weight"
"1",-300.944857688553,606.043561530952,1.36458716932006,38.5090661372095,100,0,2.16818822854896,0.232738114644289,-298.781842495357,603.875373302403,0.0161480158506698,2.73559694060566,39.0911759293402,100,0,0,0.688150775408712,-300.944997140223,608.201682592135,-1e-06,1.36474556537404,38.5090475264572,100,0,4.32630928973185,0.0791111099469991,"OU",0.688150775408712
"2",-302.878617651594,609.911081457034,1.55073148460694,37.7983093124484,100,0,1.27999412786096,0.308985501072085,-301.159699508742,608.631087329173,0.0150791820042574,2.86445474808004,38.8554873761881,100,0,0,0.585983374275219,-302.878734194877,612.069156701442,-1e-06,1.55085105893242,37.7982737768644,100,0,3.43806937226907,0.105031124652696,"OU",0.585983374275219
"3",-1163.49631618409,2331.14647852203,2.42214295966876e-118,45.8144726549403,100,0,1723.07504673528,0,-300.879871737531,608.071431786751,0.01050491341795,1.82202621839446,39.2458917916203,100,0,0,0.873811715630424,-302.814961549679,611.941611411046,-1e-06,0.901184394666158,38.7376186828543,100,0,3.87017962429559,0.126188284369576,"OU",0.873811715630424
"4",-300.654161851526,605.462169856898,1.00208023456612,40.2592853383601,100,0,0.269517727115044,0.402547287213076,-299.440481909047,605.192652129783,0.00957372785980878,1.74674027774462,40.2103110325025,100,0,0,0.460619092214129,-300.654287606908,607.620263525504,-1e-06,1.00221877356845,40.2592905429053,100,0,2.42761139572065,0.136833620572795,"OU",0.460619092214129
"5",-301.235098943461,606.624044040768,0.980420144826202,37.5860119569962,100,0,0.753627110733191,0.357457364313973,-299.779364309173,605.870416930035,0.00902575436574458,1.73133991706607,38.5057956599404,100,0,0,0.521041477405897,-301.235270162997,608.782228637681,-1e-06,0.980541155099893,37.5859519931054,100,0,2.91181170764673,0.12150115828013,"OU",0.521041477405897
"6",-302.754494776378,609.662835706601,1.14455322514888,37.8326868628405,100,0,1.8042360738682,0.262831058176236,-300.773455660522,607.858599632733,0.0126964278016132,2.2228935839982,39.0034919323218,100,0,0,0.647830765802863,-302.754656259318,611.821000830325,-1e-06,1.1446742295352,37.8326310056421,100,0,3.96240119759182,0.0893381760209007,"OU",0.647830765802863
"7",-303.940402708254,612.034651570354,1.66543586424073,38.0955383210823,100,0,3.88343890858073,0.120327728232876,-300.919762175042,608.151212661773,0.0210368803160012,3.5898146860035,38.7193152984837,100,0,0,0.838771685995671,-303.940556333144,614.192800977976,-1e-06,1.66559816249682,38.0955216558604,100,0,6.04158831620293,0.0409005857714527,"OU",0.838771685995671
"8",-299.979168556589,604.112183267024,1.0250371321672,38.1272760685746,100,0,0,0.451439409930201,-299.03353319363,604.378754698948,0.00811688375935646,1.64451762631928,38.6606285600839,100,0,0.266571431923467,0.395106540222423,-299.97928747156,606.270263254808,-1e-06,1.02515166631322,38.1272406523614,100,0,2.15807998778348,0.153454049847375,"BM",0.451439409930201
"9",-1163.49631618409,2331.14647852203,2.42214295966876e-118,45.8144726549403,100,0,1722.59877817373,0,-301.118006018306,608.547700348299,0.0187287053723226,3.29411615954684,39.5344150891953,100,0,0,0.914036822376484,-303.481957838617,613.275603988922,-1e-06,1.64599005197683,39.112613369015,100,0,4.72790364062257,0.0859631776235156,"OU",0.914036822376484
"10",-301.3170200703,606.787886294445,1.42118743229026,39.2000784249493,100,0,2.11989867799355,0.236622454470165,-299.178149652382,604.667987616452,0.0163997821945938,2.7930385299549,39.4587149432311,100,0,0,0.682945588406986,-301.317153269332,608.945994850352,-1e-06,1.4213161445677,39.2000723905612,100,0,4.27800723390044,0.0804319571228492,"OU",0.682945588406986
"11",-301.709319510914,607.572485175675,1.02347285416079,38.3712771516508,100,0,1.2688293810246,0.309997818334104,-299.995983741481,606.30365579465,0.0117285149124787,2.00215094375586,38.8499541623664,100,0,0,0.584630457084032,-301.709469359423,609.730627030534,-1e-06,1.0235887620432,38.3712562767777,100,0,3.42697123588403,0.105371724581864,"OU",0.584630457084032
"12",-302.329935446406,608.813717046658,1.14604929354986,38.6946458343922,100,0,1.75714512652348,0.266853814513446,-300.372441804223,607.056571920134,0.0128396314602281,2.22478733170237,39.1210533979426,100,0,0,0.642440085664702,-302.330090757179,610.971869826046,-1e-06,1.14620417066617,38.6946282199378,100,0,3.9152979059121,0.0907060998218525,"OU",0.642440085664702
"13",-1163.49631618409,2331.14647852203,2.42214295966876e-118,45.8144726549403,100,0,1727.75674434997,0,-298.539022930185,603.389734172058,0.00925074814751142,1.7109423357947,38.1408430412981,100,0,0,0.76722096067081,-299.731708099823,605.775104511333,-1e-06,1.01216855155702,37.1164683689603,100,0,2.38537033927514,0.23277903932919,"OU",0.76722096067081
"14",-1163.49631618409,2331.14647852203,2.42214295966876e-118,45.8144726549403,100,0,1721.94502732439,0,-301.444881442972,609.201451197633,0.00897715894530531,1.7843052199563,39.3603867261605,100,0,0,0.729748267982981,-302.438227213822,611.188142739333,-1e-06,1.03575563503728,39.0574287750544,100,0,1.98669154170022,0.270251732017019,"OU",0.729748267982981
"15",-1163.49631618409,2331.14647852203,2.42214295966876e-118,45.8144726549403,100,0,1725.12069015673,0,-299.857050026804,606.025788365297,0.0100684647937666,1.98076190460009,39.3903299002523,100,0,0,0.767107169573821,-301.04909815156,608.409884614808,-1e-06,1.15579886254231,39.0596784766349,100,0,2.384096249511,0.232892830426179,"OU",0.767107169573821
"16",-1163.49631618409,2331.14647852203,2.42214295966876e-118,45.8144726549403,100,0,1720.34477969623,0,-302.245005257054,610.801698825795,0.010866581038277,1.99075709053996,39.4755167807634,100,0,0,0.931806373576275,-304.859779190197,616.031246692083,-1e-06,1.00270258589322,39.1152902419475,100,0,5.22954786628713,0.0681936264237247,"OU",0.931806373576275
"17",-303.25179648457,610.657439122986,1.10594975027736,39.2888197199842,100,0,1.68391212365646,0.273163395538553,-301.330919343821,608.97352699933,0.0126279663521542,2.22169029679634,39.6717429931567,100,0,0,0.633985571586771,-303.251949128391,612.815586568471,-1e-06,1.10607045237089,39.2888073559896,100,0,3.84205956914082,0.0928510328746759,"OU",0.633985571586771
"18",-1163.49631618409,2331.14647852203,2.42214295966876e-118,45.8144726549403,100,0,1726.53672615287,0,-299.149032028735,604.609752369159,0.0118865945379,2.09213997732654,38.839763819966,100,0,0,0.847825550733874,-300.866679369599,608.045047050886,-1e-06,1.14656914047912,38.6174122866667,100,0,3.43529468172756,0.152174449266126,"OU",0.847825550733874
"19",-301.838070354909,607.829986863664,1.37585872717607,39.1578991867779,100,0,0.590491358635973,0.372663977631775,-300.46390359667,607.239495505028,0.0132986257027837,2.4540932410857,39.5196471606398,100,0,0,0.500657797448135,-301.838176216093,609.988040743875,-1e-06,1.37596517641455,39.1578850482198,100,0,2.74854523884653,0.126678224920091,"OU",0.500657797448135
"20",-1163.49631618409,2331.14647852203,2.42214295966876e-118,45.8144726549403,100,0,1723.56540674642,0,-300.634691731962,607.581071775613,0.0118947243258193,2.06331565827404,38.8702081119355,100,0,0,0.897342200818512,-302.802727897085,611.917144105859,-1e-06,1.01315876255058,37.9578201471736,100,0,4.33607233024554,0.102657799181488,"OU",0.897342200818512
"21",-1163.49631618409,2331.14647852203,2.42214295966876e-118,45.8144726549403,100,0,1723.05367089854,0,-300.890559655902,608.092807623493,0.0121688283414161,2.21710072652593,38.7061907005873,100,0,0,0.863262398583107,-302.733214583613,611.778117478914,-1e-06,1.15886425559923,37.550914882987,100,0,3.68530985542088,0.136737601416893,"OU",0.863262398583107
"22",-303.557967346621,611.269780847089,1.28658986961249,37.1190625850969,100,0,1.78931192373102,0.264102860572501,-301.584390305835,609.480468923358,0.0131278627963135,2.40088580449253,38.4849721618367,100,0,0,0.646126052533849,-303.558121967111,613.42793224591,-1e-06,1.28672653058195,37.1190096745984,100,0,3.94746332255227,0.0897710868936501,"OU",0.646126052533849
"23",-302.253830054313,608.661506262473,1.26984603378028,38.468655884881,100,0,1.92964568916057,0.252255519443184,-300.210086130812,606.731860573312,0.0140850531497326,2.42794735179419,39.2492641827299,100,0,0,0.661999886455585,-302.253978473724,610.819645259137,-1e-06,1.26996977677468,38.4686279507939,100,0,4.08778468582443,0.0857445941012304,"OU",0.661999886455585
"24",-1163.49631618409,2331.14647852203,2.42214295966876e-118,45.8144726549403,100,0,1724.99470605218,0,-299.920042079079,606.151772469846,0.0108023477268334,2.22510037255579,39.5789436579788,100,0,0,0.730941127203435,-300.919444784608,608.150577880904,-1.00000000000058e-06,1.34794239029487,39.2835002997335,100,0,1.9988054110587,0.269058872796565,"OU",0.730941127203435
"25",-1163.49631618409,2331.14647852203,2.42214295966876e-118,45.8144726549403,100,0,1725.38953161152,0,-299.722629299408,605.756946910504,0.0128991903101209,2.17544295253803,39.2272960064381,100,0,0,0.900428681998082,-301.924626111412,610.160940534512,-1e-06,1.10643184106091,38.9698434235049,100,0,4.40399362400785,0.0995713180019181,"OU",0.900428681998082
"26",-1163.49631618409,2331.14647852203,2.42214295966876e-118,45.8144726549403,100,0,1721.63475600135,0,-301.600017104497,609.511722520683,0.0153951756787121,2.87209398559802,39.2743276153041,100,0,0,0.865868097018487,-303.464926022143,613.241540355975,-1e-06,1.54885371167699,38.5957396828616,100,0,3.72981783529224,0.134131902981513,"OU",0.865868097018487
"27",-302.39499870269,608.943843559226,1.15935647453442,38.8178549490851,100,0,2.68173294100154,0.193713826744095,-299.975211153268,606.262110618224,0.0139180075495912,2.33913687927342,38.9188171838844,100,0,0,0.740442825921578,-302.395181178383,611.102050668454,-1e-06,1.15949150520186,38.8178494368513,100,0,4.8399400502301,0.065843347334327,"OU",0.740442825921578
"28",-302.962086647972,610.07801944979,1.18424725036531,38.8067799304439,100,0,2.01380886809704,0.245277211073556,-300.876261135002,608.064210581693,0.0125359839307628,2.244229956367,39.2226717671995,100,0,0,0.671351925575642,-302.962255725709,612.236199763106,-1e-06,1.1843778501905,38.8067679991167,100,0,4.17198918141366,0.0833708633508012,"OU",0.671351925575642
"29",-303.454707402533,611.063260958912,1.04986885955655,38.3419339563027,100,0,0.633953432277167,0.368611636219532,-302.058809607473,610.429307526635,0.00969666352356678,1.88054463145488,38.8853007686405,100,0,0,0.506092940635988,-303.454855602984,613.221399517657,-1e-06,1.04998125520648,38.341913917684,100,0,2.79209199102229,0.12529542314448,"OU",0.506092940635988
"30",-303.161255092313,610.476356338473,1.01458978067856,37.3866016534991,100,0,2.05676709169722,0.241753864191352,-301.053950467544,608.419589246776,0.0112684151895421,1.98344332193745,38.4089684355574,100,0,0,0.676074761795419,-303.161447138448,612.634582588584,-1e-06,1.01471672065807,37.3865527149329,100,0,4.21499334180862,0.0821713740132291,"OU",0.676074761795419
"31",-302.265665550311,608.685177254469,1.04012379407519,38.7993941475659,100,0,0.538505290828766,0.377514911830717,-300.917491825976,608.14667196364,0.0102981491401926,1.9110417032216,39.3431423485835,100,0,0,0.494161662097095,-302.265800697635,610.843289706959,-1e-06,1.0402491028042,38.799367647675,100,0,2.69661774331894,0.128323426072188,"OU",0.494161662097095
"32",-301.680140008523,607.514126170892,1.18999960689102,38.8126941410174,100,0,0.889758978638611,0.344801243839407,-300.156339440283,606.624367192253,0.0122813654582027,2.21250566744297,39.510926980002,100,0,0,0.537994122577628,-301.680265663756,609.672219639199,-1e-06,1.19011449211651,38.8126659129857,100,0,3.04785244694597,0.117204633582965,"OU",0.537994122577628
"33",-303.421739299363,610.997324752572,1.38942398656397,39.3723731435852,100,0,2.57800381207335,0.201244908106479,-301.053816314405,608.419320940499,0.0153051434816021,2.74754302989825,39.4096022747248,100,0,0,0.730350474277889,-303.421900503736,613.15548931916,-1e-06,1.38957722948106,39.3723735876802,100,0,4.73616837866132,0.0684046176156318,"OU",0.730350474277889
"34",-303.694239612368,611.542325378583,1.62954355403618,39.5487240131311,100,0,2.18816528120374,0.231141069401523,-301.521235892846,609.354160097379,0.0182565136456484,3.27611100326309,39.7066222114202,100,0,0,0.690289348110397,-303.694362114335,613.700412540358,-1e-06,1.62966116065628,39.5487211352082,100,0,4.34625244297865,0.0785695824880807,"OU",0.690289348110397
"35",-302.486191488034,609.126229129914,1.21582094670243,39.7334905703349,100,0,1.83814725368632,0.259951166890286,-300.48819678227,607.288081876228,0.0130077150084691,2.32262401372984,39.8562606480575,100,0,0,0.651688978039228,-302.486346464501,611.284381240691,-1e-06,1.21595673012632,39.7334889781312,100,0,3.99629936446274,0.0883598550704857,"OU",0.651688978039228
"36",-1163.49631618409,2331.14647852203,2.42214295966876e-118,45.8144726549403,100,0,1724.62407325285,0,-300.105358478746,606.52240526918,0.0146854549197005,2.56190177782629,39.4546970388665,100,0,0,0.877863426817685,-302.077709639032,610.467107589753,-1e-06,1.34677729006679,39.1521545490231,100,0,3.94470232057313,0.122136573182315,"OU",0.877863426817685
"37",-300.42687609323,605.007598340307,0.743856330000403,38.9045761582547,100,0,0.02765923752861,0.424838911243407,-299.334125395545,604.979939102778,0.00700099815166872,1.29890647228864,39.2012113795018,100,0,0,0.430755086352437,-300.427036285524,607.165760882736,-1e-06,0.743956525849417,38.9045550662495,100,0,2.18582177995745,0.144406002404156,"OU",0.430755086352437
"38",-302.458644608472,609.07113537079,1.67290551485345,37.8457154435793,100,0,1.9344520987363,0.251853721719008,-300.412497480183,607.136683272053,0.0180277360666986,3.19650357729177,38.7465852445384,100,0,0,0.662535736950944,-302.458763557211,611.22921542611,-1e-06,1.67306029654421,37.845687599547,100,0,4.09253215405624,0.0856105413300481,"OU",0.662535736950944
"39",-304.083094356151,612.320034866147,1.19600500438745,38.4600600890934,100,0,2.03472565897482,0.243558346764092,-301.986810447742,610.285309207173,0.0121965265136301,2.26949623308832,38.9921485051117,100,0,0,0.673655842056635,-304.083273124012,614.478234559712,-1e-06,1.19613426286573,38.4600400982834,100,0,4.19292535253931,0.082785811179273,"OU",0.673655842056635
"40",-1163.49631618409,2331.14647852203,2.42214295966876e-118,45.8144726549403,100,0,1724.04518931476,0,-300.394800447788,607.101289207265,0.0141628432404875,2.52252306891408,38.8745825823595,100,0,0,0.892541378776016,-302.511767468521,611.33522324873,-1e-06,1.31767802369104,37.8458860255216,100,0,4.23393404146509,0.107458621223983,"OU",0.892541378776016
"41",-304.781643647756,613.717133449359,1.4985310806657,38.9086000189073,100,0,3.961202815859,0.116455048853743,-301.722121160906,609.7559306335,0.0189046344049502,3.21712436162114,39.2248011831541,100,0,0,0.843961400654334,-304.781814280291,615.87531687227,-1e-06,1.49869616756172,38.9085937594115,100,0,6.11938623876983,0.0395835504919232,"OU",0.843961400654334
"42",-301.37904835944,606.911942872727,1.59627916192164,37.5104946348861,100,0,1.97534803542351,0.248453100994483,-299.312453262807,604.936594837303,0.0180196795507938,3.04805145749766,38.6001868130651,100,0,0,0.667092099801022,-301.379164909267,609.070018130222,-1e-06,1.59642815770936,37.5104615644207,100,0,4.13342329291879,0.0844547992044954,"OU",0.667092099801022
"43",-1163.49631618409,2331.14647852203,2.42214295966876e-118,45.8144726549403,100,0,1722.46636024626,0,-301.184214982038,608.680118275765,0.0133297759230362,2.42921389877796,38.9660890042854,100,0,0,0.87297712898306,-303.111757182356,612.535202676399,-1e-06,1.27994841649485,38.423480700257,100,0,3.85508440063461,0.12702287101694,"OU",0.87297712898306
"44",-302.919081779201,609.992009712248,1.25903880595374,38.3653515509935,100,0,1.00732272233165,0.333925232711376,-301.336499339114,608.984686989916,0.0113807246033754,2.23181332980503,38.8081551591482,100,0,0,0.552569089766979,-302.919224956152,612.150138223993,-1e-06,1.25918982254381,38.3653327646296,100,0,3.16545123407673,0.113505677521645,"OU",0.552569089766979
"45",-1163.49631618409,2331.14647852203,2.42214295966876e-118,45.8144726549403,100,0,1727.16929927863,0,-298.832745465854,603.977179243397,0.0136281923895306,2.41433096344907,39.549869288572,100,0,0,0.850536619997689,-300.571561520777,607.454811353243,-1e-06,1.27584878023209,38.9257146272184,100,0,3.47763210984647,0.149463380002311,"OU",0.850536619997689
"46",-303.237720874838,610.629287903521,1.43247995200841,36.4769483799282,100,0,3.03147106615063,0.169702198605426,-300.643064262841,607.597816837371,0.0171823403932175,2.94595282534599,38.264781556792,100,0,0,0.772614842434249,-303.237883132659,612.787454577006,-1e-06,1.43262947352641,36.476888510816,100,0,5.18963773963492,0.0576829589603243,"OU",0.772614842434249
"47",-302.609228506852,609.37230316755,1.40383462992937,37.4439220646694,100,0,1.77332056382011,0.265468195412617,-300.643647146021,607.59898260373,0.0156715647635732,2.7366287808602,38.7265127121334,100,0,0,0.644294116267875,-302.609355299753,611.530398911194,-1e-06,1.40397243314664,37.4438822122636,100,0,3.93141630746402,0.0902376883195089,"OU",0.644294116267875
"48",-303.275575181006,610.704996515859,1.3341931909418,38.8346045100633,100,0,3.28887011283632,0.153421541397426,-300.552219045667,607.416126403022,0.0167396831811552,2.78825420907714,39.1814927771671,100,0,0,0.794429591221142,-303.275740944745,612.863170201178,-1e-06,1.3343151879853,38.8345990306521,100,0,5.44704379815596,0.0521488673814321,"OU",0.794429591221142
"49",-302.229802412774,608.613450979395,1.58388931171105,37.8284845987044,100,0,2.94744748581809,0.175273501179946,-299.677157590944,605.666003493577,0.0174637314026836,3.05891076369709,39.0070585892463,100,0,0,0.765149592695554,-302.229960933813,610.771610179314,-1e-06,1.58406313306631,37.8284459859621,100,0,5.10560668573726,0.0595769061244998,"OU",0.765149592695554
