"Tree","BM_lnL","BM_AICc","BM_sigsq","BM_z0","BM_rows","BM_convergence","BM_Delta_AICc","BM_AICc_Weight","OU_lnL","OU_AICc","OU_alpha","OU_sigsq","OU_z0","OU_rows","OU_convergence","OU_Delta_AICc","OU_AICc_Weight","EB_lnL","EB_AICc","EB_a","EB_sigsq","EB_z0","EB_rows","EB_convergence","EB_Delta_AICc","EB_AICc_Weight","Best","Best_AICc_Weight"
"1",-1245.36131607436,2494.87647830257,2.42214295966876e-118,-15.8501563305341,100,0,1875.68368046454,0,-306.440554763172,619.192797838031,0.00570120168075912,2.38380430836459,-8.37838943926644,100,0,0,0.599700681300369,-306.844772865391,620.001234042471,-1e-06,1.83085120895138,-8.13499850022941,100,0,0.808436204439658,0.400299318699631,"OU",0.599700681300369
"2",-307.444771868781,619.043389891407,1.95197741992262,-7.06506820111232,100,0,0,0.521768472708268,-306.91641602239,620.144520356469,0.00663405815608344,2.59040733107235,-7.52991994173839,100,0,1.10113046506126,0.300864115136111,-307.444851384456,621.201391080601,-1e-06,1.95212842465682,-7.06503278137228,100,0,2.15800118919344,0.177367412155621,"BM",0.521768472708268
"3",-306.186751090429,616.527348334704,1.17263823585942,-8.93628408219513,100,0,0,0.574729923067105,-306.024103645233,618.359895602154,0.00260797983419531,1.41462018339362,-8.94482655434217,100,0,1.83254726744997,0.229895899987629,-306.186813666908,618.685315645504,-1e-06,1.17279598497505,-8.93628012221203,100,0,2.15796731079979,0.195374176945266,"BM",0.574729923067105
"4",-305.024994252344,614.203834658534,1.25821777916011,-10.7299997217823,100,0,0,0.584908038361604,-304.941079428956,616.193847169601,0.00223420932611588,1.44828174837497,-10.5610343283875,100,0,1.99001251106699,0.216252861903308,-305.025031855284,616.361752022256,-1e-06,1.2583898042713,-10.7300376849026,100,0,2.15791736372239,0.198839099735088,"BM",0.584908038361604
"5",-1245.36131607436,2494.87647830257,2.42214295966876e-118,-15.8501563305341,100,0,1876.26687230435,0,-306.148958843268,618.609605998224,0.00308948114445002,1.54446582358441,-7.57143075620193,100,0,0,0.572208111530446,-306.439824764389,619.191337840467,-1e-06,1.25479412572911,-7.358719977307,100,0,0.581731842243698,0.427791888469554,"OU",0.572208111530446
"6",-306.979517932075,618.112882017997,1.48572212390026,-5.62191844786878,100,0,0,0.518115497280524,-306.427983154536,619.167654620761,0.00520461699527672,1.96586557188689,-6.45724455659933,100,0,1.05477260276416,0.305763486679083,-306.979623688389,620.270935688466,-1e-06,1.48588069645067,-5.62183448642853,100,0,2.15805367046926,0.176121016040393,"BM",0.518115497280524
"7",-309.788675957112,623.73119806807,2.2023240975796,-8.14638712675497,100,0,0.58842764645135,0.372857698318865,-308.415541054965,623.142770421618,0.0106894413363332,3.33353582965473,-8.58318937027709,100,0,0,0.500401443974997,-309.788807207876,625.889302727441,-1e-06,2.20254007122749,-8.14636045402687,100,0,2.74653230582271,0.126740857706137,"OU",0.500401443974997
"8",-1245.36131607436,2494.87647830257,2.42214295966876e-118,-15.8501563305341,100,0,1876.20825754798,0,-306.178266221451,618.668220754591,0.00291181250784035,1.5880551694999,-7.4393604561798,100,0,0,0.554021403158326,-306.395198579588,619.102085470864,-1e-06,1.3306058277673,-7.25582882367311,100,0,0.433864716272979,0.445978596841674,"OU",0.554021403158326
"9",-307.2158871682,618.585620490246,2.0896640707551,-8.4564807531787,100,0,0,0.511718374314919,-306.62429530528,619.560278922249,0.00750008247062481,2.81649753985767,-8.68594858674895,100,0,0.974658432003025,0.314330571478701,-307.215966550841,620.74362141337,-1e-06,2.08989314325859,-8.45646401789429,100,0,2.15800092312361,0.173951054206381,"BM",0.511718374314919
"10",-307.331407760146,618.816661674137,1.91796971152356,-8.94564143017683,100,0,0,0.503359377569758,-306.688329740368,619.688347792424,0.00757697849879458,2.66655944879726,-9.04468222824855,100,0,0.871686118286789,0.325532181343038,-307.331493550629,620.974675412946,-1e-06,1.91814308831582,-8.94563319610049,100,0,2.15801373880879,0.171108441087204,"BM",0.503359377569758
"11",-307.354553902585,618.862953959015,1.34203196365305,-8.13427553599127,100,0,0,0.555496274933768,-307.051602961633,620.414894234954,0.00381257771318,1.70144211418882,-8.19639045789373,100,0,1.55194027593836,0.255671077619214,-307.354633567369,621.020955446426,-1e-06,1.34218310646286,-8.13426712177938,100,0,2.15800148741039,0.188832647447019,"BM",0.555496274933768
"12",-306.113696339886,616.381238833617,1.45369450938047,-8.27195482275275,100,0,0,0.535685581261887,-305.675642816818,617.662973945325,0.00484489665517439,1.89392246948336,-8.41003753793712,100,0,1.28173511170735,0.282218002551508,-306.113786341723,618.539260995134,-1e-06,1.45389105890616,-8.27193877176734,100,0,2.15802216151633,0.182096416186605,"BM",0.535685581261887
"13",-303.747975155348,611.649796464542,1.29896049960075,-4.85522445029961,100,0,0,0.54570802725073,-303.377206821577,613.066101954843,0.00371180690524614,1.61757336394579,-5.41699950517836,100,0,1.41630549030083,0.268790250879134,-303.748073996195,613.807836304078,-1e-06,1.29911937769823,-4.85515196197803,100,0,2.15803983953526,0.185501721870136,"BM",0.54570802725073
"14",-306.866434670492,617.88671549483,1.33274804091253,-8.40931327886564,100,0,0,0.578951321522743,-306.73602853304,619.783745377768,0.0026126748233525,1.57031091672787,-8.48326422228898,100,0,1.89702988293823,0.224236984519205,-306.866484588875,620.044657489438,-1e-06,1.33289047907323,-8.40929884291434,100,0,2.15794199460822,0.196811693958052,"BM",0.578951321522743
"15",-306.65910730407,617.472060761986,1.49223914459575,-8.12174921722131,100,0,0,0.548180388232453,-306.305270864801,618.922230041291,0.00420259259772487,1.88592479374037,-8.31873271744659,100,0,1.45016927930476,0.265474759598158,-306.65919163252,619.630071576729,-1e-06,1.49240553359208,-8.12172316527574,100,0,2.15801081474319,0.18634485216939,"BM",0.548180388232453
"16",-309.846491577363,623.846829308573,1.31948566096065,-8.67584923618669,100,0,0,0.466982232810946,-308.988838643551,624.28936559879,0.00535853174334791,1.89258623529996,-8.70418183059334,100,0,0.442536290217504,0.374287068739783,-309.846652664205,626.004993640099,-1e-06,1.31966999226219,-8.67584502159303,100,0,2.15816433152634,0.158730698449271,"BM",0.466982232810946
"17",-308.245326084935,620.644498323716,1.38964415399578,-9.92091657143062,100,0,0,0.524860977483122,-307.736738866344,621.785166044375,0.00538243952097967,1.91952843808465,-9.76294820545909,100,0,1.14066772065894,0.296723153918857,-308.245421263014,622.802530837716,-1e-06,1.38979491659807,-9.92093256048838,100,0,2.15803251399996,0.178415868598021,"BM",0.524860977483122
"18",-306.726494304787,617.60683476342,1.54107002592695,-7.67698983396644,100,0,0,0.518138941764291,-306.175108557227,618.661905426142,0.00529986338127815,2.03800342503802,-7.63846720784091,100,0,1.05507066272139,0.305731755741424,-306.726598260942,619.764884833573,-1e-06,1.54124254863991,-7.67699489895204,100,0,2.15805007015263,0.176129302494285,"BM",0.518138941764291
"19",-305.018973336233,614.191792826313,1.67675546465095,-8.6892156288124,100,0,0,0.577946807877954,-304.880854116986,616.07339654566,0.00340259180345545,1.96703148845981,-8.78667496687064,100,0,1.88160371934646,0.225581153542313,-305.019013969977,616.349716251643,-1e-06,1.67688402345517,-8.68920021539507,100,0,2.15792342532961,0.196472038579732,"BM",0.577946807877954
"20",-306.729453224526,617.612752602898,1.30860073414165,-7.36874986017685,100,0,0,0.533679172866199,-306.278155502991,618.867999317671,0.004249017914414,1.71591935343693,-7.72685499268676,100,0,1.25524671477285,0.284909475829389,-306.729559892314,619.770808096316,-1e-06,1.30873683002335,-7.36870681835649,100,0,2.15805549341815,0.181411351304411,"BM",0.533679172866199
