"Tree","BM_lnL","BM_AICc","BM_sigsq","BM_z0","BM_rows","BM_convergence","BM_Delta_AICc","BM_AICc_Weight","OU_lnL","OU_AICc","OU_alpha","OU_sigsq","OU_z0","OU_rows","OU_convergence","OU_Delta_AICc","OU_AICc_Weight","EB_lnL","EB_AICc","EB_a","EB_sigsq","EB_z0","EB_rows","EB_convergence","EB_Delta_AICc","EB_AICc_Weight","Best","Best_AICc_Weight"
"1",-236.177012247067,476.507870647979,0.264787505746174,19.8685178008444,100,0,1.2977498819838,0.30737916099763,-234.449216227154,475.210120765995,0.0159793588973963,0.534953581900983,19.9432702107904,100,0,0,0.58813527363339,-236.177124274369,478.665936860427,-1e-06,0.264817953621734,19.8685157194257,100,0,3.45581609443116,0.10448556536898,"OU",0.58813527363339
"2",-1140.27691714429,2284.70768044242,2.42214295966876e-118,22.4624855789774,100,0,1804.72832176227,0,-236.833835184233,479.979358680155,0.0139437838361571,0.542984173429144,19.8956887178923,100,0,0,0.743465874474159,-237.897896351845,482.107481015378,-1e-06,0.307104268620752,19.4244573208172,100,0,2.1281223352234,0.256534125525841,"OU",0.743465874474159
"3",-1140.27691714429,2284.70768044242,2.42214295966876e-118,22.4624855789774,100,0,1807.41430188998,0,-235.490845120378,477.293378552444,0.00842075776617991,0.312407645501194,19.9001221097686,100,0,0,0.731623040638252,-236.493717972882,479.299124257453,-1e-06,0.175540626481275,19.6500818831402,100,0,2.00574570500851,0.268376959361748,"OU",0.731623040638252
"4",-235.451310193316,475.056466540478,0.189159398315713,20.3395436062106,100,0,0,0.521654562549343,-234.922231058426,476.156150428541,0.00698594560612893,0.289719893340588,20.3757216219461,100,0,1.09968388806209,0.30101607457455,-235.451385915025,477.214460141738,-1e-06,0.189185281620998,20.3395411282205,100,0,2.15799360125931,0.177329362876107,"BM",0.521654562549343
"5",-237.186277390278,478.526400934402,0.195911709767012,19.2265660307353,100,0,0.157899367733762,0.412870497932292,-236.02840662749,478.368501566668,0.0094888608513087,0.355843407831436,19.7419460882864,100,0,0,0.446787756119858,-237.186409800228,480.684507912145,-1e-06,0.195935699442638,19.2265344289063,100,0,2.31600634547681,0.140341745947849,"OU",0.446787756119858
"6",-237.882379032638,479.918604219123,0.22678044576053,19.7339193221204,100,0,0.973690038541349,0.337029978285529,-236.316612934447,478.944914180581,0.0132593580735564,0.448626439716393,20.1866638412537,100,0,0,0.548406555785738,-237.882500879429,482.076690070547,-1e-06,0.226804341902833,19.7338955790214,100,0,3.13177588996535,0.114563465928733,"OU",0.548406555785738
"7",-1140.27691714429,2284.70768044242,2.42214295966876e-118,22.4624855789774,100,0,1804.8357107618,0,-236.780140684466,479.87196968062,0.0186991458447701,0.653928156426929,19.6419235608852,100,0,0,0.877332228941333,-238.747546776781,483.80678186525,-1e-06,0.321063358289007,19.3365192800405,100,0,3.93481218462978,0.122667771058667,"OU",0.877332228941333
"8",-236.542684637285,477.239215428416,0.204493603521033,19.6242897562848,100,0,0,0.488664641467142,-235.81125102605,477.934190363787,0.00858425623095627,0.339258958453027,19.8642231216921,100,0,0.694974935371647,0.345222446509681,-236.542772257755,479.397232827199,-1e-06,0.204516179360139,19.62427379712,100,0,2.15801739878327,0.166112912023178,"BM",0.488664641467142
"9",-1140.27691714429,2284.70768044243,2.42214295966876e-118,22.4624855789774,100,0,1805.38328284783,0,-236.506354641456,479.3243975946,0.0183857239335523,0.641172678294828,20.209358835378,100,0,0,0.869189114663172,-238.400162709573,483.112013730833,-1e-06,0.324694065167252,20.1597300892916,100,0,3.7876161362334,0.130810885336828,"OU",0.869189114663172
"10",-237.33486899767,478.823584149187,0.285583944165215,19.9267457809354,100,0,1.57743703803766,0.282446150117273,-235.46722939973,477.246147111149,0.016747043888756,0.565526288588909,20.1079403766128,100,0,0,0.62154383061456,-237.334983278713,480.981654869114,-1e-06,0.28560976582657,19.9267393179257,100,0,3.73550775796525,0.0960100192681668,"OU",0.62154383061456
