"Tree","BM_lnL","BM_AICc","BM_sigsq","BM_z0","BM_rows","BM_convergence","BM_Delta_AICc","BM_AICc_Weight","OU_lnL","OU_AICc","OU_alpha","OU_sigsq","OU_z0","OU_rows","OU_convergence","OU_Delta_AICc","OU_AICc_Weight","EB_lnL","EB_AICc","EB_a","EB_sigsq","EB_z0","EB_rows","EB_convergence","EB_Delta_AICc","EB_AICc_Weight","Best","Best_AICc_Weight"
"1",-534.481213664596,1073.11627348304,594.275322982809,484.484881850323,100,0,0,0.595199909947355,-534.480671009051,1075.27303032979,0.000186316316825726,599.698203698752,484.457562968434,100,0,2.15675684675216,0.202455256959148,-534.481216581402,1075.27412147449,-1e-06,594.343470111328,484.484956555277,100,0,2.15784799145399,0.202344833093497,"BM",0.595199909947355
"2",-536.672405464435,1077.49865708272,667.00891469327,525.908447074773,100,0,0,0.567002279435613,-536.452168717927,1079.21602574754,0.00375340477460429,780.067419842779,518.781191501088,100,0,1.71736866482706,0.240249746205888,-536.672464206178,1079.65661672405,-1e-06,667.060940727256,525.909402405446,100,0,2.15795964132963,0.192747974358498,"BM",0.567002279435613
"3",-535.195355414592,1074.54455698303,406.09076119346,468.417605728679,100,0,0,0.594507633155154,-535.189066381228,1076.68982107414,0.000444086997236539,418.674345992556,468.683865715072,100,0,2.14526409111272,0.203385157731526,-535.195369596547,1076.70242750478,-1e-06,406.146183255703,468.417314329709,100,0,2.15787052175187,0.20210720911332,"BM",0.594507633155154
"4",-535.430555632265,1075.01495741838,471.965937847877,434.313890432863,100,0,0,0.578230260227456,-535.294600020635,1076.90088835296,0.0025063987716335,543.792719291226,438.304458931547,100,0,1.88593093458212,0.225204008569065,-535.430609831468,1077.17290797462,-1e-06,472.032082725141,434.31310502925,100,0,2.15795055624744,0.196565731203479,"BM",0.578230260227456
"5",-532.286207477107,1068.72626110806,395.534287813926,520.919661969093,100,0,0,0.59146497288404,-532.286207477107,1070.8841032659,1.22172069054318e-16,395.534278622485,520.919661763224,100,0,2.1578421578422,0.201075686172313,-532.254953489199,1070.82159529009,-0.00180151481845857,492.39398938214,523.055941364575,100,0,2.09533418202727,0.207459340943647,"BM",0.59146497288404
"6",-538.066277600035,1080.28640135392,534.099160736494,568.501223937623,100,0,0,0.530586838853772,-537.594725724312,1081.50113976031,0.00414532886890627,660.870324589273,548.605906453061,100,0,1.21473840639646,0.289054263634052,-538.066391417412,1082.44447114651,-1e-06,534.157002786367,568.503695211528,100,0,2.15806979259537,0.180358897512176,"BM",0.530586838853772
"7",-536.747300069487,1077.64844629282,716.367035707084,484.080793665769,100,0,0,0.529326432120909,-536.267560818237,1078.84680994816,0.00555088186915822,889.90415869663,481.255206640136,100,0,1.19836365534206,0.290738281972936,-536.747387042563,1079.80646239681,-1e-06,716.437342844047,484.081078384706,100,0,2.1580161039924,0.179935285906154,"BM",0.529326432120909
"8",-534.482502701506,1073.11885155686,440.452246029953,526.067239160199,100,0,0,0.592765763236049,-534.461857121607,1075.2354025549,0.000787629309666579,462.194921780264,524.425556035021,100,0,2.11655099804352,0.205721604223241,-534.482528868642,1075.27674604897,-1e-06,440.501186300515,526.06829326537,100,0,2.15789449211502,0.20151263254071,"BM",0.592765763236049
"9",-534.230341870434,1072.61452989471,705.762173652398,474.291750073915,100,0,0,0.587133472827632,-534.164117451227,1074.63992321414,0.00224716937134804,769.129573481907,474.584078479372,100,0,2.0253933194283,0.213269263572487,-534.230371312437,1074.77243093656,-1e-06,705.840160603864,474.291700581786,100,0,2.1579010418493,0.199597263599881,"BM",0.587133472827632
"10",-537.610153640108,1079.37415343406,698.902731371683,464.746523506396,100,0,0,0.541802966035993,-537.212939169485,1080.73756665066,0.00525444843811193,864.799306298235,465.768777326795,100,0,1.36341321659575,0.274018547512717,-537.610229642744,1081.53214759718,-1e-06,698.967252359135,464.746450480333,100,0,2.1579941631137,0.18417848645129,"BM",0.541802966035993
"11",-536.94537309517,1078.04459234419,476.280928250098,493.279487466882,100,0,0,0.574282986355885,-536.779339684567,1079.87036768082,0.00236201108040806,546.558449242018,491.926270443809,100,0,1.82577533663516,0.230496254789352,-536.945443283752,1080.20257487919,-1e-06,476.335696752938,493.279790147675,100,0,2.15798253500657,0.195220758854763,"BM",0.574282986355885
"12",-534.994238300852,1074.14232275555,495.70018183302,479.887544862083,100,0,0,0.5666351207351,-534.771296285617,1075.85428088292,0.00300828452520418,580.024102704948,480.18510460781,100,0,1.7119581273721,0.240744572634422,-534.994311864441,1076.30031204057,-1e-06,495.767978722576,479.887511895189,100,0,2.15798928502181,0.192620306630477,"BM",0.5666351207351
"13",-532.661712201694,1069.47727055723,454.517955984225,597.511496638131,100,0,0,0.58498714506529,-532.578408254117,1071.46850481992,0.00154687462449321,496.243431456626,590.023436004279,100,0,1.99123426268761,0.216150028161235,-532.661765721173,1071.63521975403,-1e-06,454.574024815132,597.513891843768,100,0,2.15794919679979,0.198862826773475,"BM",0.58498714506529
