"","ModMeanVal","ModMinVal","ModMaxVal","Age","NodeNo","AncVal","ValChangeMean","AbsValChangeMean","RateMean","AbsRateMean","ValChangeMin","AbsValChangeMin","RateMin","AbsRateMin","ValChangeMax","AbsValChangeMax","RateMax","AbsRateMax"
"A_97.5_1",-31.7773462795517,-52.8333312988281,-3.73333320617676,35.189351714,127,-23.6344585385266,8.14288774102508,8.14288774102508,0.231402039094271,0.231402039094271,29.1988727603015,29.1988727603015,0.829764441175675,0.829764441175675,-19.9011253323499,19.9011253323499,-0.565543960403006,0.565543960403006
"A_97.5_2",-23.8819338718443,-38.8333343505859,-2.43333339691162,17.454612544,101,-21.7900142169294,2.0919196549149,2.0919196549149,0.119849102902831,0.119849102902831,17.0433201336565,17.0433201336565,0.976436462894453,0.976436462894453,-19.3566808200178,19.3566808200178,-1.10897224279388,1.10897224279388
"A_97.5_3",-3.8907407257292,-41.9,16.566667175293,25.974839585,125,-2.63749688078511,1.25324384494409,1.25324384494409,0.0482483766971101,0.0482483766971101,39.2625031192149,39.2625031192149,1.51155902198096,1.51155902198096,-19.2041640560781,19.2041640560781,-0.739337157145262,0.739337157145262
"A_97.5_4",-19.9421767059638,-34.4,11.1,18.006918582,105,-23.8581612915505,-3.9159845855867,3.9159845855867,-0.217471110770789,0.217471110770789,10.5418387084495,10.5418387084495,0.585432685800406,0.585432685800406,-34.9581612915505,34.9581612915505,-1.94137387428937,1.94137387428937
"A_97.5_5",-13.2157895941483,-23.766667175293,-6.63333358764648,16.86339822,119,-5.86549113805744,7.35029845609086,7.35029845609086,0.435872910086023,0.435872910086023,17.9011760372356,17.9011760372356,1.06154025444319,1.06154025444319,0.76784244958904,0.76784244958904,0.0455330793693989,0.0455330793693989
"A_97.5_6",-0.673809514726911,-46.5,16.933332824707,53.057902308,110,-7.06401812766387,-6.39020861293696,6.39020861293696,-0.120438395318419,0.120438395318419,39.4359818723361,39.4359818723361,0.743263117403532,0.743263117403532,-23.9973509523709,23.9973509523709,-0.452286085738308,0.452286085738308
"A_97.5_7",-22.8809523446219,-34.2,7.63333358764648,18.079394182,93,-21.3571444674199,1.523807877202,1.523807877202,0.0842842333024146,0.0842842333024146,12.8428555325801,12.8428555325801,0.710358732338862,0.710358732338862,-28.9904780550664,28.9904780550664,-1.60350937444185,1.60350937444185
"A_97.5_8",1.79259258906047,1.06666669845581,3.23333320617676,27.179323857,126,-7.22659556420295,-9.01918815326342,9.01918815326342,-0.331840048733977,0.331840048733977,-8.29326226265876,8.29326226265876,-0.305131294151854,0.305131294151854,-10.4599287703797,10.4599287703797,-0.384848748460892,0.384848748460892
"A_97.5_9",-11.7000000317892,-45.4,7,27.179323857,126,-7.22659556420295,4.47340446758625,4.47340446758625,0.164588511882135,0.164588511882135,38.173404435797,38.173404435797,1.40450162177105,1.40450162177105,-14.226595564203,14.226595564203,-0.52343449156624,0.52343449156624
"A_97.5_10",-15.5453332366943,-32.9,8.53333358764648,8.56003253399996,96,-19.4054605572511,-3.86012732055683,3.86012732055683,-0.450947739418586,0.450947739418586,13.4945394427489,13.4945394427489,1.5764588965228,1.5764588965228,-27.9387941448976,27.9387941448976,-3.26386541568929,3.26386541568929
