"","No_Sequences","No_Unique_Sites","No_Unique_Sites_Seqs","Mean_Bio1","Mean_Bio2","Mean_Bio3","Mean_Bio4","Mean_Bio5","Mean_Bio6","Mean_Bio7","Mean_Bio8","Mean_Bio9","Mean_Bio10","Mean_Bio11","Mean_Bio12","Mean_Bio13","Mean_Bio14","Mean_Bio15","Mean_Bio16","Mean_Bio17","Mean_Bio18","Mean_Bio19","SD_Bio1","SD_Bio2","SD_Bio3","SD_Bio4","SD_Bio5","SD_Bio6","SD_Bio7","SD_Bio8","SD_Bio9","SD_Bio10","SD_Bio11","SD_Bio12","SD_Bio13","SD_Bio14","SD_Bio15","SD_Bio16","SD_Bio17","SD_Bio18","SD_Bio19","SE_Bio1","SE_Bio2","SE_Bio3","SE_Bio4","SE_Bio5","SE_Bio6","SE_Bio7","SE_Bio8","SE_Bio9","SE_Bio10","SE_Bio11","SE_Bio12","SE_Bio13","SE_Bio14","SE_Bio15","SE_Bio16","SE_Bio17","SE_Bio18","SE_Bio19"
"A_97.5_11",37,11,11,9.85757568234746,25.7333333795721,5.07272723804821,874.636374733665,34.7909093683416,-16.375757633556,51.1666666204279,19.957575711337,-0.018181731484149,20.4666664817116,-0.784848427772517,546.090906316584,893.181823730469,310.878786954013,20007.757368608,817.848477450284,342.030301180753,797.393937544389,349.424238725142,5.3462569817065,4.99088058710039,0.31120489689916,220.441946317159,7.14572297129882,9.48620171899218,10.5649209814993,5.46235798272103,7.39386165598331,5.69477344399082,6.84771420847736,68.0424799193332,115.401850658438,58.1523416471426,4669.33951311965,105.004066038173,66.5404560612422,101.3945926832,70.7215347186038,1.17913623485524,0.711058018050218,0.0853998815248779,34.6522779502259,1.44024830998752,1.71032222314673,1.57689837232457,1.08092235733239,1.38233803549635,1.12261437658198,1.33745280430159,24.104780312114,30.0805762099531,21.5575931115657,882.898600109328,28.7469523738677,22.7212791646355,27.8919271183819,24.3141707978159
"A_97.5_12",39,3,3,22.211110941569,23.6222223917643,6.44444452921549,455.35556640625,42.6555562337239,5.46666666666667,37.1666666666667,26.9555552164713,18.9000005086263,27.5888885498047,16.7000005086263,728.999979654948,1012.22220865885,560.111104329427,14177.888671875,919.88887532552,595.111104329427,885.222208658853,629.44443766276,2.73279186147533,1.13545494209516,0.13471498939703,4.29164639795326,2.29015548047447,1.78978605472949,0.461880215351703,2.98297668446862,3.17542648054294,2.80977248467826,2.65581123827228,84.2931393016854,233.63442067829,29.059987041654,7133.54766395683,197.261318480678,29.059987041654,196.106617942299,37.1428555716445,1.14850408428215,0.69258582151239,0.0831813236072546,33.7520649260689,1.40283286825139,1.66589067544319,1.53593297159168,1.05284165263613,1.34642701385648,1.09345057718165,1.30270783211371,23.4785750966134,29.2991289839658,20.9975599121211,859.962248855018,28.0001506493477,22.1310151866399,27.1673376383809,23.6825259387042
"A_97.5_13",36,25,25,8.42666678237915,25.9640000305176,5.01999998474121,894.005349609375,33.3453333740234,-19.271999961853,52.5973336791992,18.5373335571289,-1.95600001525879,18.9866665649414,-2.58399992370605,551.840001220703,901.319995117187,325.173330688477,19796.5865820313,822.506665039062,352.493334960937,805.813337402344,359.386664428711,5.66343057732697,4.50395837204599,0.521482951200014,239.950856480758,4.24881134746765,11.6703434354432,10.2858002550573,3.40668360514122,9.07575478753184,3.62611421125738,8.53432672790983,115.455180018409,144.693174493509,121.967932393449,5806.08694222781,137.807736936717,130.277916004302,137.876985892978,136.250504639438,1.19540095124906,0.720866178177331,0.0865778665719057,35.1302629841855,1.46011474238624,1.73391398894888,1.59864972221069,1.09583233555718,1.40140566775387,1.13809944430782,1.35590130067467,24.4372757472662,30.4955003099471,21.8549532704078,895.077087132962,29.1434807933383,23.0346909238484,28.276661528917,24.6495545140376
"A_97.5_14",22,9,9,14.6666666242811,16.7481480916341,4.62962964375814,668.600002712674,33.4740743001302,-3.31111123826769,36.7888892279731,22.5333331637913,7.12592589060465,22.8740741305881,6.5962960773044,758.259250217014,1117.96297878689,483.296296861437,21998.8146701389,1050.92592366536,522.111114501953,1037.33334011502,536.962961832682,7.59961606507345,5.57771132747487,0.661950953957563,285.031352227538,5.31224379917506,14.5526345027235,13.1794769560936,4.69878772585712,11.3526645128794,4.8962511501603,11.1309307050796,221.288441828767,159.773056908461,253.266023355717,4989.7292852848,169.001127967301,258.421013290458,168.728673732391,271.922710419645,1.52916203483087,0.922135113503628,0.110750779042025,44.938783403936,1.8677850542288,2.21803022725749,2.0449995958621,1.40179343367859,1.79268415361963,1.4558617008621,1.73447477166806,31.2602681705804,39.0099750702208,27.956950159016,1144.98645702144,37.2804658934142,29.4660756359674,36.1716269646615,31.531816081437
"A_97.5_15",10,9,9,8.84814831415813,26.6259258694119,4.82962960137261,966.759250217014,35.4259256998698,-20.177777756585,55.6074076334635,20.0148149278429,-2.80740739504497,20.5037038167318,-3.06666662560569,562.148145887587,932.296291775173,295.888888888889,22383.0743272569,860.96295844184,324.703703138563,847.111111111111,328.185184054905,4.6155268444556,3.10397475447548,0.438888979159334,135.763175061066,4.19151842301644,8.40841160549714,5.72112933194201,3.32378234613471,6.59287859997508,3.58854073350423,6.36033699772876,77.6988699230826,61.9931435236686,84.4320930075604,3490.70300459358,61.2647884662927,92.2601155957496,59.2262665061727,96.427593562437,2.26811383384737,1.36774740673268,0.164269951995226,66.654987498438,2.7703729386783,3.28987048314388,3.03322458178874,2.07919566841356,2.65898030158286,2.15939186867081,2.57264183551005,46.3664707025726,57.8611436194822,41.4668582946206,1698.28936606149,55.295866951392,43.7052531104215,53.6511930342222,46.7692413437063
"A_97.5_16",5,1,1,20.633332824707,22.966667175293,6.36666679382324,457.833349609375,41.3333343505859,4.43333320617676,36.9,25.233332824707,17.066667175293,25.9666656494141,15.166667175293,680.333312988281,877.333312988281,543.333312988281,10059.3330078125,806,578.333312988281,772,608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.20759734483298,1.93428693250198,0.232312794002025,94.2643873201001,3.91789898271026,4.65257945571301,4.2896273412891,2.94042671309786,3.76036600458138,3.05384126715244,3.63826497490673,65.5720917069529,81.8280140410892,58.6429933892557,2401.74385431817,78.2001649858368,61.808561695707,75.874244826494,66.14169541017
"A_97.5_17",1,1,1,13.8,18.133332824707,4.36666679382324,763,35.0333343505859,-6.53333358764648,41.5666656494141,22.9,4.83333320617676,23.166667175293,4.43333320617676,761.333312988281,1166.66662597656,398,26801.666015625,1101,453.666656494141,1091.33337402344,460.333343505859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.17240570749439,4.32519706906398,0.519467199431434,210.781577905113,8.76068845431742,10.4034839336933,9.59189833326412,6.57499401334308,8.40843400652325,6.82859666584695,8.13540780404801,146.623654483597,182.973001859683,131.129719622447,5370.46252279777,174.86088476003,138.20814554309,169.659969173502,147.897327084226
"A_97.5_18",3,2,2,13.4333332061767,22.4166664123535,4.88333339691162,798.583325195312,37.233332824707,-8.53333320617676,45.7666656494141,23.1000007629394,4.76666660308838,23.5333335876465,3.93333339691162,657.5,998.83331298828,388.166671752929,21322.8330078125,934.000030517579,425.333343505859,922.666656494141,437.5,1.79133735883248,2.80485725835977,0.683536645060271,145.829000015605,0.942809760888247,0.329982984727171,0.565685424949236,3.5826747176649,0.329983254466997,3.34697173796319,0.188561898229688,73.3033742107565,218.967371135184,5.421144796035,8171.08980077537,197.047104076777,9.89949493661167,195.632890514403,10.6066017177982,4.14099036595909,2.49715369212227,0.29991452742692,121.694800743731,5.05798583738661,6.00645424962775,5.53788508474956,3.7960745635238,4.8546116371294,3.94249212321412,4.6969798856345,84.6532063856714,105.639511878122,75.7077789227797,3100.63798321009,100.955978886939,79.7945100335023,97.9532288730251,85.3885616045039
"A_97.5_19",1,1,1,20.633332824707,22.966667175293,6.36666679382324,457.833349609375,41.3333343505859,4.43333320617676,36.9,25.233332824707,17.066667175293,25.9666656494141,15.166667175293,680.333312988281,877.333312988281,543.333312988281,10059.3330078125,806,578.333312988281,772,608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.17240570749439,4.32519706906398,0.519467199431434,210.781577905113,8.76068845431742,10.4034839336933,9.59189833326412,6.57499401334308,8.40843400652325,6.82859666584695,8.13540780404801,146.623654483597,182.973001859683,131.129719622447,5370.46252279777,174.86088476003,138.20814554309,169.659969173502,147.897327084226
"A_97.5_21",3,1,1,-4.26666679382324,15.266667175293,4.5,595.933349609375,10.5,-23.766667175293,34.2666656494141,3.83333320617676,-10.4,3.93333320617676,-10.5666664123535,295,492,180.66667175293,10077,441.333343505859,203,440.333343505859,204.33332824707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.14099036595909,2.49715369212227,0.29991452742692,121.694800743731,5.05798583738661,6.00645424962775,5.53788508474956,3.7960745635238,4.8546116371294,3.94249212321412,4.6969798856345,84.6532063856714,105.639511878122,75.7077789227797,3100.63798321009,100.955978886939,79.7945100335023,97.9532288730251,85.3885616045039
"A_97.5_22",8,4,4,6.26666679382324,19.566667175293,4,970.86669921875,29.3333343505859,-19.766667175293,49.1,17.666667175293,-5.8,17.733332824707,-6,581.333312988281,1059.33337402344,242.33332824707,28502.666015625,971.666687011719,279.666656494141,967,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53582835659519,1.52918808875166,0.183659389660976,74.522541542953,3.09737110695527,3.6781870187399,3.3912481779515,2.32461142654792,2.97283035258608,2.41427350420411,2.87630101298015,51.8392901838524,64.6907251945202,46.3613569800613,1898.74523398926,61.8226586890483,48.8639584643683,59.983857349242,52.2896014503105
