"","ModMeanVal","ModMinVal","ModMaxVal","Age","AncVal","MCCAbsRateMean","MCCAbsRateMin","MCCAbsRateMax","MeanAbsRate_Mean","MeanLower95Rate","MeanUpper95Rate","MinAbsRate_Mean","MinLower95Rate","MinUpper95Rate","MaxAbsRate_Mean","MaxLower95Rate","MaxUpper95Rate"
"A_97.5_1",-31.7773462795517,-52.8333312988281,-3.73333320617676,37.543150907,-21.5739595816313,0.271777579969133,0.832625151645661,0.475203224674679,0.304073148553941,0.163421026949528,0.470853748859551,0.909206413057303,0.385984421848395,1.56964519345508,0.501890816814114,0.0970553716889354,1.08514428343579
"A_97.5_2",-23.8819338718443,-38.8333343505859,-2.43333339691162,12.70249145,-22.1232192154355,0.138454307435007,1.31549902638592,1.55008061969794,0.161957484637179,0.0806837444916327,0.261656590214896,1.60709948543811,0.505655552376091,3.27891358708157,1.91117763396228,0.496400164583241,4.0981854812046
"A_97.5_3",-3.8907407257292,-41.9,16.566667175293,21.25149071,-3.05689873051993,0.0392368707959345,1.82778242710297,0.923397147691807,0.0852119009865584,5.09905357340836e-05,0.24093916336389,1.94966282636367,0.805147989301615,3.47375411780015,0.970427593473126,0.500829065425007,1.63818068209558
"A_97.5_4",-19.9421767059638,-34.4,11.1,14.701264098,-23.7444000852802,0.258632411061416,0.724808414003626,2.37016353512216,0.285051001711354,0.000705980733838391,0.817129435178997,0.769820977582784,0.314288934446271,1.43801915787334,2.54816234736996,0.751549238472081,5.48016078093887
"A_97.5_5",-13.2157895941483,-23.766667175293,-6.63333358764648,15.491661588,-4.26340774706824,0.577883902009238,1.25895207027581,0.152980739161899,0.561158096930692,0.189178701766476,1.05726741970474,1.24253741076435,0.426864437967595,2.30237235287556,0.136984593127529,8.86373907289176e-05,0.268345019448591
"A_97.5_6",-0.673809514726911,-46.5,16.933332824707,42.96679854,-6.97512140768269,0.146655373615736,0.919893497662424,0.556440206037973,0.147710629809228,0.0648434110075629,0.261087719392371,1.00004568794207,0.486450343904089,1.66330290476628,0.58810824093267,0.323144848030589,0.90149205338568
"A_97.5_7",-22.8809523446219,-34.2,7.63333358764648,16.535037103,-21.4536221993838,0.0863215568460464,0.770870831508663,1.75911040331158,0.0660423109239351,0.000108784609374931,0.116807120872428,0.925273329101102,0.378523071449879,1.62162122159147,2.28426172789276,0.749447830273139,4.23239442676469
"A_97.5_8",1.79259258906047,1.06666669845581,3.23333320617676,23.780916021,-9.54901633311716,0.476920607774835,0.446395043075661,0.537504506891422,0.5182375982382,0.236587536140224,0.853066707429166,0.485573202846886,0.244635671779271,0.825503733308648,0.583066421376901,0.26989147570902,0.960835165250278
"A_97.5_9",-11.7000000317892,-45.4,7,23.780916021,-9.54901633311716,0.0904499934641958,1.50755267943523,0.69589482249142,0.100154163538643,5.13693035897338e-05,0.261005856294155,1.6052815155191,0.695577682735791,2.73125439542674,0.752554650207387,0.355608272333784,1.22850293872753
"A_97.5_10",-15.5453332366943,-32.9,8.53333358764648,6.69954347500001,-19.0800533886308,0.52760612198826,2.06281915520657,4.12168188464173,0.568670423743004,0.232528345934874,1.00491505264673,2.2417106408696,0.764728871312919,4.46924419372969,4.46792301252353,1.66874543511362,8.59688108471439
"A_97.5_11",-16.375757633556,-34.2,-3.73333320617676,22.682308557,-18.8656502654207,0.109772452200254,0.676048899345696,0.667141839694882,0.109631067861716,0.0169595600080827,0.219704469094657,0.701106070691123,0.307630162290856,1.31042826814589,0.684145970413203,0.257254878130498,1.26072259937844
"A_97.5_12",5.46666666666667,4.43333320617676,7.53333358764648,14.400989237,-1.48049684780822,0.482408770685404,0.410654431904634,0.625917448246941,0.559865307906695,0.207419599204476,1.01146784176667,0.478464243489882,0.171007265714111,0.874689390318405,0.722667436740321,0.278169329723352,1.29367894646025
"A_97.5_13",-19.271999961853,-31.9666656494141,8.53333358764648,6.69954347500001,-19.0800533886308,0.0286506944746997,1.9235060282646,4.12168188464173,0.0769341317963372,5.58161369830658e-05,0.222481223898391,2.08629097239626,0.644620378162857,4.10489484044325,4.46413507394944,1.66874543511362,8.59688108471439
"A_97.5_14",-3.31111123826769,-19.8,16.266667175293,36.44096371,-10.0970129088568,0.186216306588152,0.266265929967175,0.723462757295717,0.195490048551835,0.0185085171843775,0.375117826167435,0.352829807668744,0.124305070288445,0.654997176225862,0.846269672061812,0.412496096477145,1.42359971410011
"A_97.5_15",-20.177777756585,-31.7666656494141,-2.43333339691162,22.682308557,-18.8656502654207,0.0578480575672872,0.568769944715879,0.724455221443405,0.0595093187511178,0.000111874173408317,0.126493958859171,0.599687950122713,0.25855811412536,1.10523723229381,0.775450580669899,0.295428230670033,1.41182726180362
"A_97.5_16",4.43333320617676,4.43333320617676,4.43333320617676,15.491661588,-4.26340774706824,0.561382063753676,0.561382063753676,0.561382063753676,0.577895873094228,0.228182454146976,1.08997609013647,0.577895873094228,0.228182454146976,1.08997609013647,0.577895873094228,0.228182454146976,1.08997609013647
"A_97.5_17",-6.53333358764648,-6.53333358764648,-6.53333358764648,79.96952531,-12.3894260759371,0.0732290515116802,0.0732290515116802,0.0732290515116802,0.0795214521902084,0.0258850156995195,0.14559774979239,0.0795214521902084,0.0258850156995195,0.14559774979239,0.0795214521902084,0.0258850156995195,0.14559774979239
"A_97.5_18",-8.53333320617676,-8.76666641235352,-8.3,22.963416705,-4.97378533051393,0.155009505832283,0.165170589837084,0.144848421827481,0.279473265187279,0.0679963353491598,0.722319300641567,0.292595651214923,0.0777204833998295,0.751215737530177,0.266350879159635,0.0544264076034273,0.693422863752958
"A_97.5_19",4.43333320617676,4.43333320617676,4.43333320617676,26.18291382,-0.366141212993286,0.183305588223108,0.183305588223108,0.183305588223108,0.284792528273408,0.114927680425697,0.487465960157466,0.284792528273408,0.114927680425697,0.487465960157466,0.284792528273408,0.114927680425697,0.487465960157466
"A_97.5_21",-23.766667175293,-23.766667175293,-23.766667175293,37.543150907,-21.5739595816313,0.0584049964024967,0.0584049964024967,0.0584049964024967,0.0889739719692996,7.22852129598843e-05,0.186362899620364,0.0889739719692996,7.22852129598843e-05,0.186362899620364,0.0889739719692996,7.22852129598843e-05,0.186362899620364
